,ABB LTD,ALCON,GEBERIT,GIVAUDAN,HOLCIM,KUEHNE NAEL,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SIKA,SONOVA,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,UBS GROUP,ZURICH INSURANCE
2014-11-10,21.66,,331.700012,1608.0,66.333336,127.0,13.65,100.780304,70.5,78.984543,261.0,83.349998,284.0,59.033333,147.715179,223.100006,80.550003,561.5,16.6,288.600006
2014-11-11,21.629999,,329.600006,1620.0,66.238098,127.0,13.55,101.150826,70.849998,79.02874,259.75,83.300003,285.799988,59.5,149.999954,225.399994,80.699997,565.5,16.75,288.299988
2014-11-12,21.459999,,328.0,1617.0,66.190475,125.900002,13.4,99.854019,70.900002,79.117142,259.0,82.949997,282.899994,59.200001,148.410553,225.199997,80.5,562.5,16.74,288.0
2014-11-13,21.639999,,328.700012,1638.0,66.0,126.199997,13.5,100.780304,71.5,80.575722,263.0,83.150002,284.399994,59.549999,144.735046,223.0,80.599998,569.5,16.93,290.5
2014-11-14,21.469999,,326.600006,1628.0,65.238098,126.800003,13.65,98.74247,71.449997,79.956932,257.5,83.150002,283.399994,59.299999,146.026443,217.699997,80.849998,566.5,16.879999,291.5
2014-11-17,21.52,,324.5,1632.0,64.761902,126.599998,13.75,98.464584,71.400002,80.398926,257.75,83.050003,284.200012,59.183334,144.635712,217.399994,80.550003,569.0,16.799999,292.200012
2014-11-18,21.68,,328.100006,1637.0,65.238098,127.199997,13.75,98.094063,71.599998,81.106117,263.75,83.0,286.200012,59.400002,145.927109,217.5,81.0,574.5,16.790001,293.600006
2014-11-19,21.629999,,327.100006,1639.0,66.095238,127.199997,13.55,98.186691,71.699997,80.885124,265.0,83.699997,288.299988,59.583332,146.026443,218.0,81.099998,574.5,16.76,295.5
2014-11-20,21.629999,,327.5,1647.0,66.85714,127.599998,13.9,99.020355,71.75,80.885124,266.5,85.0,288.299988,59.483334,145.529755,217.899994,81.050003,574.0,16.57,294.299988
2014-11-21,22.059999,,329.600006,1657.0,69.0,129.5,14.05,100.317162,72.099998,81.282913,270.0,87.75,289.899994,60.099998,146.026443,219.699997,82.050003,579.5,16.9,298.0
2014-11-24,22.139999,,331.5,1657.0,68.571426,129.600006,14.0,100.502419,71.75,80.929321,272.25,88.099998,288.299988,60.849998,145.827759,219.800003,81.900002,580.5,16.85,298.200012
2014-11-25,22.120001,,337.0,1667.0,68.666664,130.800003,13.75,100.131905,71.599998,80.619926,273.75,88.050003,285.799988,60.916664,145.33107,219.5,81.849998,580.5,16.950001,299.700012
2014-11-26,22.0,,335.700012,1688.0,68.0,130.199997,14.0,100.224533,71.849998,80.929321,274.0,88.650002,287.100006,61.200001,144.635712,219.899994,81.949997,579.0,16.85,300.700012
2014-11-27,22.0,,338.200012,1711.0,67.85714,130.5,14.35,103.744431,72.150002,82.211105,275.0,89.300003,289.899994,61.450001,145.827759,222.5,82.5,582.5,17.15,301.700012
2014-11-28,21.690001,,336.600006,1722.0,67.952377,130.100006,14.35,105.226494,72.550003,82.653099,277.5,90.849998,289.399994,61.299999,145.231735,221.399994,82.599998,586.5,17.4,302.799988
2014-12-01,21.280001,,339.299988,1726.0,68.523811,130.699997,14.15,104.022316,72.900002,82.343704,278.0,90.400002,291.299988,61.966667,144.834396,220.300003,82.650002,577.0,17.35,302.700012
2014-12-02,21.27,,339.600006,1733.0,68.761902,131.699997,14.6,103.559174,72.900002,81.548111,277.0,90.349998,291.899994,61.616665,144.834396,221.100006,83.300003,580.0,17.5,303.200012
2014-12-03,21.459999,,342.200012,1750.0,69.666664,132.399994,14.55,104.85598,72.300003,82.387901,277.0,90.849998,292.299988,63.116665,144.735046,222.300003,83.949997,576.5,17.700001,304.700012
2014-12-04,21.290001,,340.0,1742.0,68.809525,132.5,14.5,103.373917,72.099998,81.769112,276.5,90.550003,291.5,63.483334,145.728424,222.699997,82.949997,573.5,17.549999,305.100006
2014-12-05,21.280001,,342.0,1775.0,70.809525,133.600006,14.55,106.430672,72.5,82.918297,282.25,91.75,294.600006,64.766663,146.523132,229.5,83.949997,585.0,17.75,307.200012
2014-12-08,21.200001,,338.399994,1757.0,69.904762,134.100006,14.5,103.837059,72.349998,82.741501,281.0,91.349998,293.600006,50.549999,145.927109,230.5,83.75,584.5,17.700001,306.0
2014-12-09,20.889999,,330.399994,1761.0,67.380951,130.600006,13.9,101.336082,71.650002,81.017723,275.75,89.050003,291.100006,48.666664,141.15889,228.5,83.400002,572.5,17.4,304.200012
2014-12-10,20.65,,335.100006,1780.0,66.0,130.899994,14.15,99.854019,71.5,81.106117,275.25,89.050003,289.299988,46.083332,140.562866,229.5,82.949997,570.0,17.34,302.5
2014-12-11,20.6,,337.700012,1787.0,65.809525,131.600006,14.05,102.07711,71.699997,81.41552,276.25,88.849998,292.899994,45.833332,139.668823,231.5,83.699997,578.5,17.280001,305.700012
2014-12-12,20.15,,333.299988,1764.0,64.85714,130.100006,13.5,100.224533,70.550003,80.266327,271.5,86.550003,287.0,48.183334,138.774796,228.100006,82.199997,570.0,16.98,299.899994
2014-12-15,19.85,,328.600006,1755.0,63.809525,128.899994,13.25,100.502419,69.099998,78.365746,267.25,85.599998,279.299988,48.0,136.390686,223.600006,80.800003,563.5,16.67,294.600006
2014-12-16,20.18,,327.700012,1753.0,64.904762,128.300003,13.35,100.131905,70.099998,78.763542,276.75,85.550003,281.299988,49.25,139.768158,227.600006,81.300003,566.0,16.809999,299.0
2014-12-17,20.16,,324.899994,1748.0,64.85714,129.699997,13.4,100.872932,70.0,78.630943,276.0,86.300003,279.0,50.666664,137.682068,227.699997,81.300003,566.0,16.74,297.899994
2014-12-18,20.65,,335.899994,1763.0,67.571426,133.199997,13.65,103.003403,71.400002,81.41552,286.75,89.0,288.700012,49.833332,141.556244,230.100006,83.199997,521.5,17.09,304.5
2014-12-19,20.91,,336.200012,1789.0,67.571426,134.600006,13.85,101.613968,72.25,82.25531,287.0,88.949997,270.399994,48.683334,144.039688,237.399994,83.900002,522.5,17.040001,309.100006
2014-12-22,21.0,,339.200012,1806.0,67.476189,135.300003,13.8,102.910774,72.650002,82.697304,287.0,88.849998,273.299988,48.400002,145.629089,237.100006,84.550003,527.0,17.209999,312.600006
2014-12-23,21.25,,339.899994,1806.0,68.14286,136.100006,13.9,103.651802,73.0,81.636513,288.0,89.5,270.100006,49.200001,144.834396,237.399994,84.900002,529.5,17.32,313.600006
2014-12-29,21.360001,,340.0,1806.0,68.428574,135.100006,13.5,103.281288,73.25,82.166908,288.75,89.75,270.0,49.433334,145.629089,238.899994,84.699997,529.0,17.18,314.700012
2014-12-30,21.139999,,338.399994,1793.0,67.952377,135.300003,13.45,103.929688,72.949997,81.636513,289.5,88.800003,269.899994,48.933334,145.927109,236.399994,83.650002,522.5,17.09,311.700012
2015-01-05,20.549999,,338.100006,1821.0,66.14286,134.399994,13.6,105.504379,71.800003,82.343704,289.75,86.699997,275.299988,48.916664,145.728424,233.300003,82.550003,512.0,16.73,308.399994
2015-01-06,20.34,,340.0,1785.0,66.095238,133.600006,13.45,106.152786,71.300003,81.724915,284.0,85.800003,273.799988,49.333332,143.145645,231.899994,81.900002,501.5,16.6,307.899994
2015-01-07,20.27,,345.0,1816.0,65.952377,135.0,13.3,105.689644,71.550003,82.122711,282.75,86.0,273.799988,49.133331,143.542999,232.600006,82.199997,508.5,16.76,312.100006
2015-01-08,20.66,,353.799988,1872.0,67.619049,137.399994,13.7,108.19062,72.849998,85.570274,292.0,89.650002,282.0,49.833332,145.629089,236.699997,84.199997,517.5,17.02,316.100006
2015-01-09,20.290001,,354.799988,1898.0,67.809525,137.100006,13.6,109.394798,72.650002,86.189064,295.0,90.050003,278.100006,50.466667,144.437042,237.0,84.150002,513.0,16.719999,313.5
2015-01-12,20.25,,357.299988,1925.0,67.809525,137.0,13.45,112.173668,73.25,86.012268,290.75,89.900002,282.600006,49.966667,145.231735,236.199997,84.599998,515.0,16.67,316.100006
2015-01-13,20.23,,355.799988,1909.0,68.904762,137.0,13.8,114.211502,74.400002,87.426651,294.75,91.099998,286.200012,52.25,146.523132,239.899994,86.25,529.0,17.15,322.600006
2015-01-14,19.700001,,353.5,1904.0,68.14286,135.800003,13.5,113.192589,74.150002,87.117256,292.75,88.699997,284.100006,53.316666,145.728424,238.399994,85.300003,524.5,16.690001,319.299988
2015-01-15,17.93,,318.799988,1702.0,60.666664,123.800003,12.45,92.999474,69.550003,79.559135,245.699997,74.949997,259.600006,49.366665,124.172142,219.100006,80.5,529.5,14.73,295.0
2015-01-16,16.83,,292.299988,1594.0,57.380951,119.199997,11.6,85.172325,64.800003,75.18338,228.300003,69.900002,247.199997,46.633331,121.192009,205.100006,77.849998,512.0,13.82,280.0
2015-01-19,17.190001,,308.5,1636.0,58.952381,118.900002,11.85,88.275398,67.099998,77.835358,234.399994,73.199997,253.399994,47.416664,124.271484,213.600006,78.650002,514.0,14.38,290.399994
2015-01-20,17.129999,,306.799988,1651.0,58.190475,118.199997,12.25,87.534363,66.900002,78.542549,232.5,73.300003,255.100006,46.216667,122.781418,211.100006,79.150002,517.0,14.43,291.700012
2015-01-21,17.040001,,302.5,1607.0,57.523808,120.300003,12.15,90.822693,66.0,74.918182,227.5,74.150002,248.0,45.333332,120.397308,207.899994,78.400002,517.5,14.46,289.299988
2015-01-22,17.389999,,300.700012,1621.0,58.285713,119.199997,13.05,89.757462,66.300003,74.520393,227.399994,73.050003,242.0,46.733334,116.721817,206.300003,78.949997,516.5,14.9,292.299988
2015-01-23,17.48,,309.299988,1682.0,59.285713,121.400002,13.15,92.62896,68.400002,75.581177,231.0,74.199997,249.0,48.799999,118.807907,202.199997,80.400002,528.0,15.27,296.200012
2015-01-26,17.82,,311.299988,1698.0,60.142857,123.199997,13.5,94.574165,69.199997,76.907166,234.199997,76.0,255.100006,49.816666,121.092674,204.0,81.050003,535.5,15.52,300.100006
2015-01-27,17.77,,312.399994,1715.0,60.0,124.099998,13.3,96.426743,70.449997,78.542549,243.100006,77.150002,257.299988,49.666664,120.595985,202.0,81.949997,543.5,15.49,305.0
2015-01-28,17.68,,310.5,1651.0,60.095238,123.900002,13.3,96.704636,69.5,78.40995,237.0,75.5,251.699997,50.150002,118.708572,201.800003,82.099998,539.5,15.18,303.399994
2015-01-29,17.76,,315.700012,1655.0,61.0,125.900002,13.55,98.649841,70.800003,80.443123,244.199997,76.400002,252.699997,51.25,120.099297,208.399994,83.0,541.5,15.44,306.600006
2015-01-30,17.709999,,315.200012,1681.0,61.380951,126.599998,13.55,101.150826,70.449997,79.691734,246.600006,76.550003,248.600006,52.533333,120.297974,205.600006,83.099998,539.5,15.39,305.399994
2015-02-02,17.940001,,314.399994,1705.0,62.809525,127.800003,13.45,99.298241,71.099998,79.559135,252.25,76.900002,248.0,51.916664,119.503273,206.100006,82.75,538.5,15.53,306.100006
2015-02-03,18.299999,,317.299988,1690.0,64.761902,129.5,13.2,99.298241,70.949997,79.117142,255.75,78.800003,247.199997,52.0,121.78804,211.300003,83.699997,543.0,15.81,309.200012
2015-02-04,18.49,,319.700012,1734.0,65.0,130.300003,13.55,100.224533,71.699997,80.929321,266.5,80.650002,253.5,53.349998,124.172142,213.300003,84.050003,545.5,16.209999,316.100006
2015-02-05,18.780001,,317.799988,1738.0,65.047623,131.199997,13.5,99.390869,71.25,79.647537,262.25,80.300003,250.0,53.483334,125.364197,212.0,83.800003,544.0,16.059999,312.299988
2015-02-06,18.92,,317.399994,1744.0,64.523811,130.0,13.6,99.576126,71.050003,81.194519,263.5,80.25,250.699997,53.383331,124.172142,214.300003,84.0,540.5,16.200001,312.200012
2015-02-09,19.07,,315.0,1751.0,64.619049,130.399994,13.65,98.649841,71.150002,83.979088,266.5,80.150002,245.800003,52.666664,122.980087,216.800003,84.25,532.5,16.1,312.0
2015-02-10,19.190001,,316.399994,1760.0,65.523811,131.199997,13.85,99.946648,71.449997,83.581291,271.25,80.400002,245.0,52.900002,121.688698,220.199997,84.349998,536.0,15.68,312.799988
2015-02-11,19.18,,315.5,1765.0,64.619049,130.5,13.8,99.483498,70.900002,83.537094,268.25,79.849998,243.0,52.616665,120.893997,218.199997,84.300003,535.5,15.28,312.899994
2015-02-12,19.5,,317.700012,1784.0,66.285713,132.899994,13.75,101.613968,70.599998,83.625488,270.75,80.400002,241.699997,54.0,119.801285,223.0,84.550003,535.0,15.69,303.200012
2015-02-13,19.879999,,316.0,1778.0,66.238098,133.899994,13.8,101.150826,70.300003,83.71389,271.25,82.0,243.600006,53.299999,121.490028,223.600006,84.849998,533.5,15.99,304.799988
2015-02-16,19.950001,,318.299988,1785.0,66.571426,132.399994,13.85,102.07711,70.550003,84.55368,274.0,82.199997,246.699997,53.416664,121.192009,224.600006,84.300003,534.5,16.209999,305.0
2015-02-17,19.85,,318.600006,1786.0,67.095238,132.0,13.75,102.818146,71.199997,84.421082,273.5,82.75,249.800003,53.016666,124.867508,223.699997,84.150002,536.5,16.219999,304.899994
2015-02-18,20.129999,,325.100006,1807.0,68.619049,133.399994,13.95,104.022316,71.099998,84.730476,276.75,83.150002,251.5,54.466667,126.556252,226.100006,84.800003,536.0,16.41,306.5
2015-02-19,20.200001,,328.899994,1821.0,69.0,134.5,13.95,104.763351,72.0,85.968063,279.75,84.349998,255.600006,54.75,127.847641,228.100006,85.400002,532.5,16.469999,309.0
2015-02-20,20.26,,331.799988,1817.0,68.904762,134.199997,13.9,105.133865,71.900002,85.128273,279.25,84.25,257.799988,54.916664,128.443665,227.899994,85.5,534.5,16.51,304.799988
2015-02-23,20.370001,,335.100006,1827.0,69.666664,135.800003,14.0,105.411751,73.099998,86.233261,283.75,84.900002,259.799988,54.033333,129.139023,229.399994,86.099998,536.5,16.58,305.100006
2015-02-24,20.4,,334.899994,1842.0,70.14286,135.5,14.05,107.912735,73.400002,86.410065,286.5,85.199997,257.200012,54.5,130.529755,231.100006,86.75,542.5,16.540001,306.100006
2015-02-25,20.32,,336.5,1839.0,70.047623,139.600006,14.0,108.931656,73.5,86.100662,287.75,84.900002,257.100006,53.983334,131.821152,231.899994,87.050003,540.5,16.549999,305.600006
2015-02-26,20.450001,,339.299988,1842.0,70.14286,139.5,14.25,108.468506,74.599998,86.763657,292.5,86.150002,259.0,54.799999,130.23175,233.600006,87.449997,542.0,16.719999,305.0
2015-02-27,20.450001,,339.600006,1831.0,70.047623,138.800003,14.15,108.839027,74.400002,86.144867,292.75,84.0,258.799988,56.133331,131.225128,226.300003,87.650002,546.5,16.75,304.799988
2015-03-02,20.59,,340.899994,1850.0,69.904762,140.699997,14.05,109.580055,74.800003,86.631058,295.75,84.650002,261.0,56.566666,133.211884,231.0,87.849998,547.5,16.77,305.200012
2015-03-03,20.33,,336.5,1842.0,69.904762,140.5,14.05,108.839027,74.599998,83.979088,293.25,83.75,260.0,55.966667,133.410553,231.899994,87.75,546.5,16.83,303.5
2015-03-04,20.33,,337.0,1840.0,69.761902,139.699997,13.9,108.931656,75.400002,84.155884,290.0,83.949997,260.200012,56.5,136.092667,231.100006,88.199997,548.5,16.969999,305.5
2015-03-05,20.52,,340.600006,1838.0,70.571426,141.600006,13.85,114.767281,75.849998,85.128273,290.25,85.050003,256.100006,57.450001,134.999954,234.0,89.0,553.0,17.15,308.0
2015-03-06,20.559999,,343.299988,1827.0,70.85714,142.399994,13.35,114.026245,76.150002,85.039879,294.75,85.550003,260.0,56.733334,134.105911,237.800003,89.349998,553.5,17.360001,309.700012
2015-03-09,20.41,,342.299988,1803.0,71.428574,142.699997,13.5,115.230423,75.900002,85.216675,291.5,83.349998,259.5,56.666664,132.913864,238.399994,89.699997,547.0,17.25,307.899994
2015-03-10,20.24,,352.200012,1802.0,70.095238,142.300003,13.45,114.489395,75.300003,84.597878,290.25,82.5,259.200012,56.5,132.119156,237.199997,89.550003,547.0,17.24,306.799988
2015-03-11,20.370001,,357.5,1828.0,71.428574,143.699997,12.95,116.712486,75.300003,85.614471,294.25,83.800003,260.399994,57.916664,134.403931,239.699997,90.599998,555.5,17.379999,312.899994
2015-03-12,20.18,,358.100006,1827.0,71.380951,144.0,12.55,116.064087,75.099998,85.437675,289.25,84.0,264.5,57.5,136.092667,239.199997,91.099998,554.5,17.379999,315.700012
2015-03-13,20.190001,,360.5,1853.0,71.85714,144.100006,12.8,115.878822,75.400002,85.879669,295.75,83.099998,264.299988,58.433334,137.086044,241.100006,91.550003,559.5,17.57,318.600006
2015-03-16,20.469999,,363.5,1844.0,70.904762,145.800003,12.65,118.19455,75.900002,87.028854,300.0,85.300003,265.299988,58.099998,138.178757,243.0,92.400002,564.5,18.02,321.5
2015-03-17,20.4,,364.600006,1847.0,69.523811,145.5,12.55,116.805115,75.699997,86.410065,297.25,84.650002,264.799988,57.816666,137.781418,242.800003,92.449997,565.0,17.82,322.200012
2015-03-18,20.57,,366.0,1843.0,71.428574,146.199997,12.45,115.508308,76.199997,86.852058,298.75,83.449997,267.899994,57.766666,136.390686,243.699997,93.0,567.0,17.93,324.600006
2015-03-19,20.700001,,365.5,1849.0,72.190475,146.399994,12.45,115.786194,76.550003,87.691849,301.0,84.199997,272.299988,58.233334,136.092667,244.5,93.199997,570.0,18.040001,326.200012
2015-03-20,20.91,,364.799988,1855.0,72.523811,147.5,12.6,117.916664,76.5,88.133842,302.0,84.050003,274.899994,59.083332,137.384064,249.600006,94.849998,568.0,18.32,332.0
2015-03-23,20.9,,366.299988,1819.0,72.85714,145.399994,12.7,116.712486,75.949997,87.868645,302.0,83.0,273.899994,61.833332,137.185379,247.5,94.650002,573.5,18.4,331.899994
2015-03-24,20.82,,366.5,1799.0,72.619049,145.0,13.0,116.064087,75.150002,86.896255,296.5,82.25,271.5,59.816666,137.582733,246.399994,95.0,576.5,18.4,332.899994
2015-03-25,20.68,,364.5,1771.0,71.380951,144.199997,12.95,114.304131,74.0,85.52607,293.25,80.949997,268.799988,59.0,136.092667,246.300003,94.800003,576.0,18.32,332.100006
2015-03-26,20.530001,,361.299988,1766.0,69.904762,143.600006,12.75,113.192589,73.199997,84.686279,296.5,79.599998,263.899994,58.349998,135.198624,241.399994,93.25,573.0,18.27,326.0
2015-03-27,20.43,,361.100006,1759.0,69.809525,143.699997,12.8,111.432632,73.099998,85.039879,291.75,79.900002,263.200012,57.833332,134.403931,240.600006,93.099998,570.0,18.24,325.600006
2015-03-30,20.790001,,365.200012,1787.0,69.761902,144.300003,12.85,113.933617,74.25,86.498459,289.0,80.0,265.0,58.266666,136.98671,241.800003,94.900002,571.5,18.549999,330.700012
2015-03-31,20.629999,,365.0,1762.0,69.190475,144.5,12.85,112.544182,73.400002,84.995674,290.5,78.300003,268.100006,57.983334,134.403931,240.5,94.099998,564.5,18.32,329.299988
2015-04-01,20.719999,,366.0,1752.0,69.285713,144.5,12.7,112.822067,73.099998,85.260872,292.25,78.5,267.399994,58.150002,132.615845,243.0,94.5,563.0,18.469999,327.5
2015-04-02,20.74,,365.200012,1741.0,69.14286,144.899994,12.8,113.563103,73.150002,84.951477,292.25,78.949997,266.5,58.416664,131.821152,242.300003,94.699997,567.5,18.540001,330.5
2015-04-07,20.959999,,364.399994,1767.0,70.190475,147.699997,13.0,115.786194,74.099998,86.807854,293.5,79.699997,272.299988,59.266666,132.51651,244.699997,95.949997,572.0,18.799999,314.100006
2015-04-08,20.82,,361.799988,1754.0,69.523811,147.5,13.15,116.249344,74.300003,86.586861,292.0,80.599998,271.899994,58.716667,130.43042,245.5,95.199997,571.0,18.639999,313.299988
2015-04-09,21.01,,368.5,1789.0,72.047623,148.5,13.4,119.028214,75.150002,88.487442,296.0,83.699997,275.600006,60.150002,132.814529,245.100006,95.949997,575.5,18.879999,312.700012
2015-04-10,21.08,,370.600006,1782.0,71.238098,145.0,13.6,118.657692,75.900002,89.636627,299.5,84.449997,278.299988,60.516666,136.192001,247.0,96.650002,549.5,19.040001,314.600006
2015-04-13,21.139999,,370.700012,1771.0,71.380951,145.5,13.65,118.287178,75.550003,88.929436,299.25,83.949997,277.899994,60.416664,135.993332,247.0,96.349998,551.5,18.959999,311.399994
2015-04-14,21.17,,368.0,1778.0,71.428574,142.600006,13.75,117.175629,75.550003,88.75264,299.0,83.650002,277.0,60.299999,134.90062,247.0,96.449997,550.5,18.92,309.899994
2015-04-15,21.33,,369.100006,1776.0,70.952377,141.699997,13.75,117.360886,76.0,88.39904,297.5,83.75,275.700012,58.133331,134.503265,247.600006,96.449997,552.5,19.120001,310.0
2015-04-16,21.15,,366.399994,1768.0,71.380951,140.699997,13.75,117.824036,76.599998,87.55925,298.5,83.050003,275.299988,56.433334,135.099289,245.0,95.699997,547.5,19.07,307.399994
2015-04-17,20.790001,,359.799988,1751.0,70.571426,140.5,13.45,115.786194,75.949997,85.923866,289.25,82.050003,270.200012,55.783333,131.920486,241.0,94.25,541.0,18.85,301.600006
2015-04-20,20.969999,,364.0,1780.0,71.333336,141.899994,13.65,116.712486,74.0,86.36586,292.0,81.800003,273.100006,56.599998,133.311218,240.800003,94.900002,549.0,19.049999,304.299988
2015-04-21,21.139999,,364.600006,1796.0,71.523811,143.5,13.85,119.398727,74.300003,87.691849,303.25,83.099998,273.799988,56.666664,134.105911,237.600006,95.099998,550.0,19.1,303.700012
2015-04-22,21.18,,365.100006,1797.0,72.190475,142.399994,13.8,118.565063,74.25,88.575836,301.25,83.800003,278.799988,56.183334,133.112534,237.600006,95.550003,550.5,19.1,303.600006
2015-04-23,20.82,,365.0,1795.0,72.14286,142.899994,14.55,119.583984,74.25,88.929436,301.5,83.199997,278.899994,56.116665,133.609222,237.100006,86.400002,553.0,19.26,302.100006
2015-04-24,20.68,,365.0,1790.0,72.238098,142.399994,14.45,119.769241,74.5,88.222244,305.75,84.300003,276.600006,55.583332,134.701935,232.600006,84.650002,554.5,19.32,295.299988
2015-04-27,21.059999,,362.899994,1788.0,72.85714,143.0,14.2,120.325012,75.0,88.75264,305.75,85.349998,278.799988,55.633331,134.90062,233.199997,84.650002,552.5,19.26,293.600006
2015-04-28,21.08,,341.700012,1766.0,72.285713,141.899994,14.0,121.436562,74.699997,88.001244,297.75,85.849998,273.299988,55.25,132.615845,231.5,83.599998,552.0,19.049999,290.200012
2015-04-29,20.889999,,336.0,1758.0,71.238098,142.0,14.15,122.362854,73.199997,85.481873,299.0,84.849998,268.399994,53.416664,127.25161,223.100006,83.300003,555.0,18.85,288.299988
2015-04-30,20.58,,333.299988,1762.0,72.0,140.600006,14.15,123.289146,72.900002,85.437675,294.5,83.650002,269.399994,53.766666,128.940353,222.699997,83.099998,557.0,18.860001,289.600006
2015-05-04,20.540001,,335.100006,1777.0,72.0,140.600006,14.3,125.141724,73.0,85.305077,294.5,83.699997,269.0,53.316666,130.033066,223.899994,83.25,560.0,19.049999,287.200012
2015-05-05,19.9,,327.100006,1760.0,71.428574,138.5,14.05,123.752289,72.25,83.758087,294.0,82.900002,267.100006,54.016666,131.721817,221.0,82.800003,556.0,19.77,290.600006
2015-05-06,19.790001,,324.899994,1740.0,69.666664,137.399994,13.95,119.21347,71.150002,82.520508,289.0,81.650002,262.5,52.400002,131.622467,220.899994,82.25,550.5,19.25,288.200012
2015-05-07,19.73,,324.5,1738.0,69.380951,136.699997,14.0,119.398727,71.349998,82.697304,293.25,80.400002,259.5,51.616665,133.311218,221.300003,82.150002,550.0,19.690001,289.5
2015-05-08,20.389999,,330.200012,1757.0,71.14286,132.300003,14.25,121.714447,72.550003,84.55368,296.5,82.349998,266.100006,52.233334,132.615845,225.800003,82.199997,553.5,19.809999,295.200012
2015-05-11,20.48,,326.799988,1741.0,71.666664,134.300003,14.05,123.19651,72.650002,84.597878,299.5,82.150002,267.100006,51.766666,134.90062,229.399994,82.150002,551.5,19.82,297.5
2015-05-12,20.27,,326.399994,1715.0,70.904762,133.800003,14.05,120.139755,71.800003,83.846489,292.5,81.0,265.0,50.966667,132.51651,228.699997,81.800003,545.5,19.709999,297.5
2015-05-13,20.280001,,327.700012,1719.0,69.809525,133.300003,14.1,119.86187,71.699997,83.581291,289.75,81.349998,268.899994,51.033333,130.23175,229.600006,81.650002,551.0,19.389999,295.600006
2015-05-15,20.34,,331.399994,1734.0,70.809525,133.699997,13.9,121.899712,71.849998,83.890686,290.5,83.599998,273.600006,51.916664,130.927109,228.199997,81.900002,549.5,19.360001,299.100006
2015-05-18,20.51,,332.899994,1753.0,71.238098,134.300003,14.25,122.084969,72.300003,85.349274,291.5,84.199997,277.0,53.216667,131.920486,227.600006,82.25,545.0,19.530001,299.799988
2015-05-19,20.43,,339.5,1776.0,71.714287,135.100006,14.4,124.215431,73.400002,86.233261,288.25,85.650002,278.299988,53.0,135.595978,229.600006,83.400002,553.0,19.82,304.899994
2015-05-20,20.41,,339.700012,1748.0,71.761902,134.5,14.5,124.122803,73.300003,85.835464,286.25,86.099998,277.700012,53.650002,134.90062,229.399994,84.300003,553.0,20.459999,303.799988
2015-05-21,20.58,,340.700012,1754.0,72.0,134.0,14.45,124.30806,73.400002,86.675262,284.0,86.849998,279.200012,53.75,136.887375,232.0,84.550003,555.0,20.370001,308.0
2015-05-22,20.450001,,342.0,1748.0,71.714287,133.300003,14.4,123.937546,73.449997,86.71946,288.0,85.949997,277.899994,54.633331,138.576111,230.199997,85.25,554.0,20.33,308.399994
2015-05-26,20.58,,338.700012,1746.0,70.952377,133.0,14.45,122.548111,72.949997,85.74707,284.25,84.150002,276.200012,54.166664,139.867508,227.300003,84.449997,549.5,20.25,304.0
2015-05-27,20.9,,342.200012,1755.0,72.14286,133.5,14.9,125.326981,73.650002,87.073051,289.0,84.300003,280.700012,54.200001,139.768158,231.0,85.849998,557.0,20.709999,306.5
2015-05-28,20.84,,342.5,1765.0,72.285713,133.800003,15.0,125.419609,73.75,87.028854,291.5,84.150002,282.5,54.0,140.761536,229.600006,85.150002,552.5,20.700001,302.799988
2015-05-29,20.559999,,338.0,1722.0,70.619049,132.0,15.15,122.270226,72.900002,85.305077,294.75,81.199997,276.200012,53.816666,140.761536,225.5,84.400002,544.5,20.219999,299.899994
2015-06-01,20.559999,,340.299988,1733.0,70.14286,132.800003,15.1,121.343933,72.849998,86.100662,298.25,81.150002,279.700012,53.666664,141.556244,222.0,83.849998,540.0,20.33,298.0
2015-06-02,20.629999,,337.700012,1716.0,69.714287,132.899994,15.2,117.360886,72.150002,85.128273,296.25,80.75,275.299988,53.333332,139.470154,222.300003,83.75,542.5,20.440001,297.899994
2015-06-03,21.02,,342.0,1722.0,70.14286,133.0,15.1,118.657692,71.599998,85.74707,299.0,80.949997,276.700012,53.333332,140.761536,224.0,84.400002,545.5,20.620001,300.100006
2015-06-04,21.77,,340.700012,1714.0,69.333336,132.699997,15.05,119.306099,71.199997,85.393471,299.5,80.449997,275.299988,53.183334,140.860886,221.899994,84.75,536.5,20.6,297.600006
2015-06-05,21.540001,,335.100006,1699.0,68.428574,131.699997,14.6,117.916664,70.099998,84.332687,292.0,78.800003,271.5,53.116665,138.079422,219.0,85.0,530.5,20.26,293.299988
2015-06-08,21.209999,,335.200012,1683.0,67.952377,131.199997,14.5,116.249344,69.800003,83.71389,292.0,78.099998,270.0,52.733334,137.384064,215.899994,85.0,529.5,20.17,291.799988
2015-06-09,21.17,,333.5,1674.0,67.14286,131.699997,14.4,116.341972,69.300003,82.741501,288.25,76.800003,266.700012,52.216667,134.503265,215.800003,85.0,525.5,20.059999,289.100006
2015-06-10,21.4,,337.200012,1676.0,68.190475,132.800003,14.3,117.268257,69.75,84.023285,293.25,78.349998,272.600006,52.25,135.397308,216.5,85.5,531.5,20.51,288.899994
2015-06-11,21.27,,339.0,1683.0,68.190475,132.399994,14.35,117.360886,70.199997,84.597878,294.25,78.550003,275.0,52.216667,135.893997,216.5,85.599998,530.5,20.43,293.600006
