,ABB LTD,ALCON,GEBERIT,GIVAUDAN,HOLCIM,KUEHNE NAEL,LOGITECH,LONZA,NESTLE,NOVARTIS,PARTNERS GROUP,RICHEMONT,ROCHE,SIKA,SONOVA,SWISS LIFE HOLDING,SWISS RE,SWISSCOM,UBS GROUP,ZURICH INSURANCE
2018-10-15,20.940001,,424.299988,2267.0,44.439999,141.699997,38.75,310.700012,78.900002,72.893845,702.5,71.480003,235.25,125.800003,159.18869,364.399994,88.519997,435.899994,14.065,302.100006
2018-10-16,21.25,,431.399994,2330.0,45.139999,143.100006,39.630001,322.0,80.040001,74.325912,718.5,73.019997,240.550003,127.199997,155.364182,366.799988,89.080002,443.200012,14.13,303.5
2018-10-17,21.17,,433.799988,2329.0,45.349998,143.550003,40.240002,326.600006,79.059998,74.502708,719.5,72.32,236.0,127.300003,158.095978,367.5,89.360001,445.0,14.15,303.899994
2018-10-18,21.16,,430.899994,2320.0,43.580002,135.0,39.900002,328.700012,79.580002,75.917091,711.0,71.0,238.550003,124.5,158.145645,368.100006,89.860001,449.399994,13.965,304.100006
2018-10-19,20.99,,428.100006,2304.0,43.169998,134.399994,39.380001,325.399994,82.040001,76.942528,707.5,70.400002,244.949997,121.199997,157.847626,370.0,90.959999,450.399994,13.86,307.399994
2018-10-22,20.93,,427.0,2322.0,43.0,135.149994,39.639999,316.5,83.019997,76.500526,703.5,70.519997,244.350006,121.400002,156.655579,369.5,90.660004,446.799988,13.78,307.799988
2018-10-23,20.58,,418.0,2292.0,42.200001,132.0,35.400002,305.399994,82.779999,76.288368,678.5,69.5,243.25,116.800003,155.96022,363.0,88.300003,442.100006,13.51,300.799988
2018-10-24,20.27,,417.700012,2285.0,41.139999,133.100006,34.889999,309.5,83.239998,76.217651,667.0,69.139999,241.649994,113.599998,156.059555,360.700012,87.839996,445.200012,13.245,299.799988
2018-10-25,20.08,,420.200012,2340.0,41.900002,136.399994,35.330002,300.799988,84.040001,75.439743,681.0,70.360001,234.149994,123.099998,154.370804,361.799988,87.699997,445.299988,13.39,301.399994
2018-10-26,19.52,,420.299988,2340.0,43.119999,135.75,35.209999,303.0,83.800003,75.033104,684.0,70.559998,233.649994,121.400002,155.562866,359.899994,86.660004,440.700012,13.155,297.899994
2018-10-29,19.635,,421.799988,2360.0,44.689999,138.300003,35.950001,304.899994,83.5,76.341408,690.0,71.260002,234.300003,124.0,159.089355,371.0,88.760002,454.899994,13.415,305.200012
2018-10-30,19.785,,382.399994,2383.0,45.779999,138.199997,36.080002,307.299988,84.32,76.889488,700.5,71.580002,240.199997,126.300003,160.827759,372.5,89.739998,458.700012,13.675,307.799988
2018-10-31,20.299999,,394.299988,2444.0,46.650002,140.100006,37.27,316.700012,85.120003,78.003311,717.5,73.699997,245.100006,129.199997,163.460205,380.200012,90.959999,461.399994,14.09,313.200012
2018-11-01,20.379999,,392.0,2431.0,46.110001,139.300003,38.189999,321.399994,85.080002,77.950272,717.5,74.139999,245.5,129.399994,167.036362,381.799988,90.480003,456.200012,14.175,312.5
2018-11-02,20.59,,392.5,2421.0,46.700001,138.949997,38.279999,323.0,83.919998,77.525955,723.5,76.139999,242.199997,132.800003,167.036362,382.600006,89.18,457.200012,14.32,311.700012
2018-11-05,20.440001,,383.700012,2407.0,46.240002,137.050003,36.759998,324.600006,84.419998,78.180115,713.0,75.120003,245.199997,130.199997,167.384048,381.299988,89.459999,458.700012,14.23,311.299988
2018-11-06,20.51,,384.700012,2421.0,46.060001,136.949997,36.880001,325.0,84.379997,78.003311,715.0,74.300003,244.300003,129.800003,164.105911,379.0,89.879997,455.299988,14.13,310.600006
2018-11-07,20.549999,,386.799988,2416.0,46.68,138.899994,37.130001,330.200012,84.5,78.303871,714.0,74.5,246.899994,132.100006,163.907227,382.5,90.400002,459.399994,14.32,313.299988
2018-11-08,20.559999,,385.5,2403.0,46.919998,138.350006,37.0,329.700012,84.940002,78.9757,710.5,73.800003,249.199997,129.699997,161.920471,385.700012,92.059998,463.5,14.505,313.799988
2018-11-09,20.27,,385.5,2406.0,46.880001,137.850006,36.869999,327.299988,85.400002,79.311615,708.0,69.099998,251.350006,129.699997,162.317825,391.0,92.400002,462.799988,14.12,314.399994
2018-11-12,19.895,,384.0,2407.0,46.549999,133.699997,35.560001,315.299988,85.199997,78.745865,695.5,67.660004,249.550003,127.5,159.437027,386.299988,90.82,460.899994,13.79,311.600006
2018-11-13,20.07,,385.5,2400.0,46.740002,133.5,36.060001,312.299988,84.919998,78.9757,698.0,67.959999,251.649994,129.699997,159.536377,389.100006,91.360001,462.700012,13.86,313.100006
2018-11-14,19.915001,,385.0,2397.0,46.549999,132.5,35.259998,306.799988,84.120003,77.667397,691.0,68.120003,248.800003,128.899994,156.15889,387.200012,90.620003,462.299988,13.83,312.299988
2018-11-15,19.76,,381.100006,2432.0,46.02,130.850006,34.810001,302.399994,83.980003,77.349159,682.0,66.480003,247.449997,129.399994,152.036377,383.299988,89.559998,458.0,13.615,309.700012
2018-11-16,20.059999,,381.0,2452.0,46.130001,130.699997,34.419998,305.100006,84.360001,77.490601,685.0,66.980003,250.300003,126.099998,152.284714,382.899994,89.639999,461.200012,13.625,309.399994
2018-11-19,19.875,,377.399994,2419.0,45.73,130.0,33.09,299.799988,83.300003,77.154678,671.5,65.919998,246.5,124.199997,149.006577,381.899994,88.519997,461.799988,13.575,305.200012
2018-11-20,19.629999,,376.799988,2410.0,44.66,131.300003,32.400002,295.799988,83.5,77.861877,666.0,64.900002,247.550003,121.099998,145.678757,371.600006,87.5,457.899994,13.26,302.0
2018-11-21,20.030001,,381.5,2422.0,45.080002,132.949997,32.59,299.600006,84.080002,77.967957,673.5,65.720001,247.199997,123.0,149.850937,376.0,89.379997,463.399994,13.63,306.799988
2018-11-22,19.790001,,382.0,2403.0,44.450001,133.850006,32.25,300.600006,83.980003,77.207718,670.5,65.540001,245.5,122.0,154.470154,373.600006,88.32,459.799988,13.47,304.200012
2018-11-23,19.875,,383.5,2415.0,44.759998,138.850006,32.360001,303.0,84.639999,77.773476,675.0,65.32,248.699997,122.5,158.990005,376.100006,89.339996,462.399994,13.49,305.899994
2018-11-26,20.209999,,389.0,2438.0,46.220001,141.75,33.650002,303.600006,84.620003,78.233147,677.5,66.440002,250.300003,124.599998,157.549622,380.5,90.720001,473.799988,13.795,310.899994
2018-11-27,20.049999,,385.399994,2431.0,45.610001,141.399994,33.200001,304.200012,84.639999,77.879555,672.0,65.720001,249.600006,121.800003,155.413849,381.299988,91.459999,475.700012,13.71,311.399994
2018-11-28,20.08,,385.100006,2432.0,44.82,142.25,33.169998,304.0,84.199997,77.967957,667.5,65.540001,252.399994,121.300003,156.655579,382.600006,90.959999,475.899994,13.54,310.799988
2018-11-29,20.309999,,391.899994,2478.0,45.450001,142.100006,34.040001,319.100006,85.199997,79.877373,668.5,65.68,254.199997,124.199997,160.430405,391.899994,91.480003,475.5,13.645,313.600006
2018-11-30,20.209999,,389.200012,2460.0,44.790001,140.5,33.580002,322.899994,85.139999,80.407768,654.5,64.919998,259.100006,123.699997,160.281403,391.899994,91.260002,479.299988,13.495,313.5
2018-12-03,20.299999,,396.700012,2437.0,45.950001,142.5,35.09,329.0,85.199997,80.726006,670.0,67.239998,259.5,126.800003,161.27478,395.899994,91.760002,475.399994,13.71,315.299988
2018-12-04,20.08,,388.299988,2462.0,44.5,140.949997,34.040001,328.600006,86.0,81.185677,656.0,66.419998,258.799988,126.599998,160.579422,395.0,91.540001,480.700012,13.37,313.600006
2018-12-05,19.605,,384.600006,2436.0,43.330002,139.199997,33.490002,324.5,84.900002,79.877373,644.5,65.459999,254.050003,125.099998,162.913849,387.600006,90.580002,477.100006,13.145,307.600006
2018-12-06,18.875,,376.0,2372.0,41.639999,134.850006,32.580002,308.100006,83.139999,77.225403,621.0,63.360001,247.300003,121.900002,157.052933,376.5,87.5,469.799988,12.5,297.200012
2018-12-07,18.945,,377.899994,2426.0,42.16,135.25,32.830002,307.600006,84.800003,76.907166,626.0,64.019997,250.699997,123.5,161.920471,382.200012,89.279999,476.399994,12.56,300.100006
2018-12-10,18.615,,373.799988,2362.0,40.779999,132.25,31.860001,299.299988,83.080002,75.068466,611.5,62.119999,247.25,119.699997,157.698624,374.200012,87.440002,466.100006,12.165,294.5
2018-12-11,18.985001,,380.5,2379.0,42.259998,130.800003,33.400002,306.399994,84.639999,76.836449,623.5,64.099998,250.699997,122.199997,156.605911,380.299988,89.220001,476.100006,12.38,295.899994
2018-12-12,19.75,,385.799988,2376.0,43.200001,132.25,33.790001,312.299988,85.360001,77.826515,633.0,65.080002,256.25,126.199997,161.920471,387.100006,90.339996,481.200012,12.665,300.0
2018-12-13,19.77,,384.799988,2367.0,42.939999,132.399994,33.18,307.700012,84.739998,77.366837,633.0,64.839996,254.199997,127.400002,161.920471,386.399994,90.18,475.899994,12.605,300.5
2018-12-14,19.59,,378.5,2356.0,42.029999,131.800003,32.549999,301.5,83.839996,76.924843,625.0,63.560001,249.899994,125.5,160.529755,383.399994,89.559998,477.799988,12.505,297.600006
2018-12-17,19.245001,,374.399994,2338.0,41.459999,129.050003,32.009998,293.299988,82.879997,75.828697,618.0,62.580002,248.199997,122.400002,159.089355,377.899994,88.660004,477.700012,12.325,291.399994
2018-12-18,19.34,,375.100006,2306.0,41.389999,126.849998,31.780001,284.799988,81.800003,74.838631,601.5,62.68,246.5,122.0,156.506577,375.200012,88.220001,472.799988,12.275,290.600006
2018-12-19,19.305,,378.100006,2350.0,41.5,124.900002,31.83,283.700012,81.879997,74.785591,602.5,63.200001,243.850006,123.900002,160.529755,380.100006,89.699997,478.899994,12.395,292.899994
2018-12-20,18.745001,,374.700012,2322.0,40.16,122.800003,30.389999,266.0,80.900002,74.308235,589.0,61.700001,243.399994,121.099998,155.314514,375.0,88.639999,475.600006,11.91,290.100006
2018-12-21,18.6,,376.799988,2285.0,40.459999,128.5,30.42,256.399994,81.379997,73.813194,591.5,62.099998,243.399994,122.599998,156.009888,374.5,89.339996,473.0,12.02,289.0
2018-12-27,18.18,,370.0,2240.0,39.369999,125.5,29.93,247.300003,78.300003,72.328094,584.0,60.919998,235.699997,121.400002,157.499954,367.5,87.32,457.5,11.755,284.100006
2018-12-28,18.695,,382.299988,2276.0,40.5,126.349998,30.92,254.699997,79.800003,74.29055,596.0,63.0,243.399994,124.599998,159.536377,378.600006,90.120003,469.700012,12.235,293.100006
2019-01-03,18.469999,,374.399994,2285.0,39.779999,125.5,29.110001,255.199997,81.239998,74.255196,590.5,61.259998,249.25,122.199997,156.804581,379.399994,90.099998,479.799988,12.245,293.0
2019-01-04,18.934999,,382.899994,2323.0,41.91,128.699997,30.370001,261.299988,82.300003,74.980064,608.0,63.560001,251.0,124.300003,159.18869,380.200012,91.5,480.100006,12.62,297.200012
2019-01-07,18.799999,,382.200012,2315.0,41.470001,129.5,30.860001,265.100006,81.120003,73.459602,615.0,63.959999,247.899994,125.400002,161.970139,380.299988,91.220001,480.399994,12.645,294.700012
2019-01-08,19.059999,,367.799988,2314.0,42.049999,131.0,31.360001,271.0,81.5,74.856308,620.0,65.059998,252.5,120.400002,160.281403,392.299988,91.32,476.200012,12.72,298.200012
2019-01-09,19.32,,372.700012,2321.0,43.16,131.5,32.110001,278.899994,81.660004,75.227585,629.0,65.919998,253.399994,127.199997,162.913849,392.299988,92.019997,477.5,12.75,299.200012
2019-01-10,19.485001,,371.100006,2345.0,43.75,132.449997,32.119999,286.100006,83.040001,76.341408,635.5,65.800003,256.0,129.5,164.205246,399.299988,93.360001,481.0,12.88,303.600006
2019-01-11,19.110001,,372.700012,2334.0,44.369999,130.800003,32.470001,281.5,83.360001,76.73037,636.5,67.639999,256.049988,129.0,165.397293,402.0,93.620003,482.5,12.935,304.5
2019-01-14,18.93,,365.899994,2312.0,44.790001,128.699997,32.130001,275.0,83.059998,75.475098,629.0,66.839996,253.449997,127.099998,171.854248,403.600006,94.199997,481.399994,12.925,303.899994
2019-01-15,19.014999,,361.299988,2350.0,44.950001,128.0,32.110001,275.299988,83.620003,76.924843,644.0,66.82,257.0,128.5,175.33107,405.100006,92.760002,479.299988,12.945,303.5
2019-01-16,18.950001,,365.700012,2375.0,45.990002,131.949997,32.810001,273.5,83.120003,77.24308,656.0,67.220001,257.049988,127.300003,177.268158,410.200012,93.360001,483.5,13.345,306.100006
2019-01-17,18.844999,,376.399994,2397.0,46.419998,132.449997,32.59,276.700012,83.940002,77.808838,665.5,67.120003,257.149994,130.5,179.006561,413.399994,93.580002,488.100006,13.27,307.899994
2019-01-18,19.254999,,386.100006,2442.0,47.5,135.25,33.41,277.5,84.400002,78.498344,684.0,68.800003,258.399994,135.5,178.509872,417.100006,94.900002,488.700012,13.505,314.200012
2019-01-21,19.325001,,393.600006,2450.0,46.75,134.850006,33.799999,278.299988,84.199997,78.074036,680.0,69.339996,257.899994,136.5,177.913849,419.200012,95.400002,486.299988,13.42,314.799988
2019-01-22,19.135,,387.299988,2465.0,46.970001,133.75,33.689999,273.399994,84.300003,77.914917,677.0,69.0,257.0,135.0,179.602585,415.100006,95.18,484.5,12.995,312.700012
2019-01-23,18.959999,,383.600006,2458.0,46.009998,134.25,35.560001,278.5,84.32,77.808838,680.0,68.900002,258.350006,129.699997,181.390671,415.799988,95.059998,485.299988,13.0,311.399994
2019-01-24,18.995001,,385.200012,2452.0,45.16,133.25,35.48,276.600006,84.739998,76.394447,680.5,69.220001,255.800003,132.5,180.496628,419.700012,96.400002,485.700012,12.99,313.799988
2019-01-25,19.355,,388.299988,2361.0,46.25,133.25,35.990002,282.700012,84.279999,75.687256,678.0,69.760002,255.449997,133.800003,179.652252,412.299988,95.519997,482.299988,12.99,313.100006
2019-01-28,18.99,,386.700012,2358.0,46.009998,132.949997,35.959999,277.200012,84.459999,74.520393,676.0,69.139999,253.850006,133.300003,180.546295,411.100006,95.519997,485.299988,12.85,311.200012
2019-01-29,18.959999,,386.0,2410.0,46.380001,133.600006,36.040001,279.299988,85.839996,75.722618,682.0,68.18,256.600006,133.0,183.278091,414.200012,95.800003,488.600006,12.975,312.600006
2019-01-30,19.049999,,386.5,2439.0,46.389999,134.550003,35.98,258.799988,86.839996,75.651901,686.0,69.080002,257.399994,133.199997,186.009872,413.200012,95.779999,487.399994,13.1,312.799988
2019-01-31,18.955,,388.100006,2408.0,46.630001,134.399994,36.25,261.899994,86.440002,76.465172,682.5,68.419998,263.950012,131.0,184.966827,409.299988,95.18,476.0,12.85,311.700012
2019-02-01,19.16,,388.600006,2394.0,47.27,135.600006,35.630001,268.5,86.379997,77.101639,682.5,68.900002,263.0,132.199997,181.191986,412.600006,96.059998,469.799988,12.84,313.600006
2019-02-04,19.195,,389.100006,2410.0,47.220001,134.0,35.669998,273.600006,85.919998,77.879555,682.0,68.599998,265.899994,132.5,180.397293,411.899994,95.959999,458.5,12.715,314.0
2019-02-05,19.594999,,396.899994,2453.0,48.650002,136.75,35.939999,281.200012,87.400002,78.834267,695.0,70.779999,268.5,132.0,184.718475,412.899994,96.68,464.5,13.015,315.399994
2019-02-06,19.655001,,396.100006,2443.0,48.84,136.25,36.259998,281.799988,86.980003,78.993385,695.5,70.059998,268.350006,132.100006,182.135696,412.5,96.739998,463.5,13.055,314.899994
2019-02-07,19.33,,390.0,2407.0,47.610001,134.149994,35.5,277.0,86.300003,78.144753,691.0,68.339996,266.549988,129.600006,179.652252,406.399994,96.0,444.899994,12.785,316.700012
2019-02-08,19.014999,,384.5,2412.0,46.810001,133.0,34.970001,276.5,86.239998,78.250832,687.5,67.120003,268.350006,127.199997,179.205231,404.299988,95.800003,444.0,12.64,316.0
2019-02-11,19.1,,390.5,2432.0,47.049999,134.449997,35.290001,278.0,86.639999,78.445305,694.5,67.879997,270.149994,129.800003,181.58934,410.100006,96.639999,447.700012,12.79,317.799988
2019-02-12,19.18,,392.0,2437.0,47.349998,136.350006,36.279999,281.600006,86.400002,78.887306,696.5,69.879997,272.299988,131.199997,184.91716,410.899994,96.779999,446.799988,12.875,319.600006
2019-02-13,19.315001,,391.0,2461.0,47.509998,136.25,36.93,284.600006,86.68,79.02874,700.0,73.220001,270.5,131.300003,185.016495,412.799988,97.220001,449.799988,13.015,320.0
2019-02-14,19.445,,391.799988,2460.0,47.419998,137.600006,36.77,285.799988,88.059998,78.763542,693.5,71.540001,270.700012,130.800003,187.847626,410.5,96.040001,447.399994,12.745,317.799988
2019-02-15,19.775,,394.799988,2453.0,47.919998,138.399994,37.200001,292.399994,89.099998,79.629852,704.0,72.260002,272.549988,130.300003,188.095963,415.100006,97.120003,447.5,12.995,322.100006
2019-02-18,19.719999,,394.5,2446.0,48.040001,138.600006,37.07,289.799988,90.019997,79.594498,711.0,72.699997,273.299988,132.0,188.14563,411.700012,97.18,451.299988,12.95,320.899994
2019-02-19,19.745001,,393.899994,2444.0,48.400002,137.100006,36.799999,286.100006,89.5,79.594498,709.0,72.660004,274.600006,131.300003,184.966827,414.799988,97.139999,452.200012,12.845,322.600006
2019-02-20,20.040001,,397.600006,2455.0,48.93,138.949997,37.060001,290.0,90.519997,80.160248,711.0,73.18,276.700012,132.0,183.377426,416.700012,97.459999,454.399994,12.5,324.100006
2019-02-21,20.139999,,401.5,2464.0,48.75,137.699997,36.98,287.0,91.739998,80.124893,709.5,73.699997,277.049988,129.600006,181.986694,415.0,97.919998,457.700012,12.345,325.399994
2019-02-22,20.23,,403.700012,2470.0,48.939999,138.100006,37.32,286.5,90.940002,80.319366,714.0,74.360001,277.200012,134.800003,183.029739,418.600006,98.440002,459.5,12.37,326.299988
2019-02-25,20.35,,404.600006,2489.0,48.919998,138.0,37.900002,297.899994,91.080002,80.619926,717.0,75.519997,276.399994,134.699997,183.178741,423.799988,98.440002,457.5,12.535,328.600006
2019-02-26,20.459999,,408.200012,2507.0,49.889999,139.449997,38.16,297.799988,91.260002,80.938164,717.5,77.040001,278.899994,136.300003,184.321136,428.0,98.779999,462.899994,12.63,330.0
2019-02-27,20.26,,400.100006,2498.0,49.619999,129.399994,37.669998,288.299988,90.120003,80.796722,716.0,76.32,278.100006,135.600006,185.066162,431.299988,98.739998,463.5,12.64,328.899994
2019-02-28,19.764999,,398.399994,2497.0,49.400002,130.25,37.529999,277.5,90.360001,80.478485,722.0,76.440002,277.299988,135.0,185.413849,435.0,98.82,462.100006,12.7,330.0
2019-03-01,19.514999,,404.200012,2497.0,49.380001,131.75,37.849998,285.700012,90.800003,80.566887,723.0,77.379997,276.950012,137.0,186.804565,435.100006,99.139999,460.600006,12.705,329.200012
2019-03-04,19.4,,405.0,2496.0,50.240002,132.75,37.939999,290.0,91.040001,78.745865,723.0,77.040001,277.649994,137.399994,188.344315,435.899994,98.5,462.100006,12.695,329.600006
2019-03-05,19.48,,402.200012,2507.0,49.720001,133.600006,37.84,294.700012,91.5,79.506096,723.5,74.0,279.149994,137.800003,190.678741,436.399994,98.260002,463.299988,12.535,328.899994
2019-03-06,19.450001,,403.700012,2513.0,49.419998,135.050003,38.68,292.0,91.599998,79.612175,722.0,73.080002,280.549988,136.899994,187.94696,439.100006,98.18,463.100006,12.535,329.899994
2019-03-07,19.105,,403.799988,2518.0,48.75,130.550003,38.349998,288.700012,92.800003,79.930412,714.0,72.239998,271.700012,135.800003,189.735031,436.5,97.940002,468.700012,12.19,326.399994
2019-03-08,18.895,,403.0,2521.0,48.240002,130.399994,37.490002,286.0,92.699997,79.506096,707.5,72.0,269.799988,134.5,189.28801,434.0,97.18,472.299988,12.025,325.799988
2019-03-11,19.120001,,406.600006,2521.0,49.509998,130.5,38.040001,291.799988,92.779999,80.24865,716.5,71.879997,271.200012,134.800003,192.069473,434.799988,97.919998,472.0,12.26,327.5
2019-03-12,19.09,,399.0,2518.0,49.700001,131.75,37.939999,295.700012,92.800003,80.266327,712.0,71.260002,270.100006,135.100006,191.771454,434.700012,97.639999,477.0,12.16,326.700012
2019-03-13,19.205,,402.700012,2539.0,50.34,132.449997,38.16,296.399994,93.120003,80.832085,719.5,71.82,271.5,136.600006,192.069473,437.600006,98.040001,480.100006,12.315,329.899994
2019-03-14,19.24,,414.5,2552.0,50.700001,136.0,38.509998,298.200012,94.440002,81.486237,723.0,72.0,274.100006,136.800003,196.937027,441.299988,99.019997,483.5,12.375,332.5
2019-03-15,19.225,,413.899994,2564.0,50.98,137.949997,38.84,300.0,94.0,82.122711,731.5,72.660004,272.0,138.399994,197.036362,442.399994,99.959999,483.399994,12.22,336.299988
2019-03-18,19.485001,,414.5,2548.0,50.880001,136.75,38.119999,297.700012,94.040001,82.22879,736.0,72.220001,270.549988,137.800003,195.198608,443.5,99.760002,483.799988,12.525,338.299988
2019-03-19,19.620001,,417.700012,2559.0,51.279999,138.25,38.23,298.399994,94.5,82.511665,718.0,73.68,270.049988,139.699997,195.893967,443.799988,99.480003,485.600006,12.705,339.200012
2019-03-20,19.34,,416.200012,2541.0,51.18,136.949997,37.439999,298.899994,94.379997,82.122711,710.0,72.559998,270.299988,139.399994,195.744965,439.0,98.120003,482.100006,12.345,333.799988
2019-03-21,19.165001,,415.200012,2552.0,50.599998,135.949997,37.91,296.399994,95.300003,82.193428,710.5,72.220001,269.899994,140.100006,194.801254,436.0,97.220001,482.899994,12.19,332.899994
2019-03-22,18.51,,406.5,2530.0,49.02,134.300003,37.279999,289.700012,94.139999,82.069672,700.5,70.919998,269.149994,139.100006,192.665497,429.200012,96.559998,484.200012,11.885,328.799988
2019-03-25,18.424999,,404.399994,2545.0,49.139999,132.550003,36.630001,285.100006,94.139999,81.857513,695.0,70.980003,268.950012,137.5,191.870804,430.799988,96.540001,482.100006,11.82,328.299988
2019-03-26,18.424999,,403.799988,2562.0,48.880001,134.149994,37.130001,290.5,95.059998,83.307259,707.0,71.160004,272.899994,136.699997,195.297943,431.200012,96.419998,484.399994,11.825,329.200012
2019-03-27,18.434999,,402.0,2533.0,48.82,134.300003,37.23,294.600006,94.720001,83.165817,701.0,71.0,270.950012,136.300003,193.112518,431.799988,96.779999,484.299988,11.97,329.0
2019-03-28,18.5,,404.600006,2547.0,49.02,134.399994,37.93,302.200012,95.279999,84.06749,704.5,71.32,271.700012,136.899994,193.956894,432.200012,96.940002,484.5,11.925,328.700012
2019-03-29,18.77,,407.799988,2549.0,49.310001,136.0,39.110001,309.100006,94.980003,84.721642,725.0,72.620003,273.200012,138.699997,196.092651,438.200012,97.279999,487.0,12.095,330.0
2019-04-01,19.049999,,410.5,2492.0,50.240002,138.25,39.470001,311.0,94.629997,84.898438,734.0,73.599998,275.0,141.949997,195.297943,442.899994,98.220001,489.5,12.305,332.200012
2019-04-02,19.190001,,409.899994,2486.0,50.02,140.149994,39.669998,313.399994,94.809998,83.855331,735.0,73.540001,275.549988,142.25,195.546295,446.399994,99.019997,493.799988,12.325,332.799988
2019-04-03,19.6,,411.700012,2485.0,50.880001,141.699997,40.369999,309.299988,95.389999,83.537094,741.599976,73.18,274.100006,144.300003,198.625763,449.600006,99.720001,490.5,12.505,335.0
2019-04-04,19.65,,413.399994,2480.0,50.66,141.149994,40.299999,307.5,95.279999,83.271896,739.200012,73.599998,273.850006,144.0,197.73172,449.5,99.720001,464.600006,12.62,333.100006
2019-04-05,19.610001,,407.399994,2502.0,50.860001,142.449997,40.580002,308.5,95.669998,83.324936,747.400024,72.760002,274.0,145.75,200.264832,452.799988,99.32,460.5,12.545,318.5
2019-04-08,19.66,50.0,406.5,2526.0,50.700001,141.550003,40.43,308.700012,95.720001,83.819969,749.799988,72.360001,274.450012,144.850006,198.377411,454.700012,99.879997,459.100006,12.505,316.0
2019-04-09,19.559999,58.049999,407.899994,2527.0,50.580002,141.850006,40.360001,310.700012,96.620003,84.809998,744.599976,70.400002,275.0,145.100006,199.470139,453.899994,99.519997,461.299988,12.515,315.700012
2019-04-10,19.475,57.639999,409.5,2542.0,51.419998,142.800003,40.959999,315.399994,97.120003,82.239998,743.400024,70.839996,275.799988,145.100006,199.768143,453.0,99.339996,467.700012,12.46,314.899994
2019-04-11,19.535,56.0,411.399994,2530.0,52.16,143.100006,40.869999,307.899994,96.370003,82.279999,745.0,71.940002,272.5,144.850006,198.278076,454.200012,99.580002,467.799988,12.735,316.799988
2019-04-12,19.775,54.0,411.0,2530.0,51.860001,142.949997,41.240002,297.200012,95.529999,81.0,745.400024,72.82,266.549988,146.5,205.629074,456.299988,99.400002,463.5,12.92,317.100006
2019-04-15,19.815001,55.080002,412.399994,2540.0,52.200001,144.600006,41.349998,298.200012,94.360001,81.059998,750.400024,72.5,269.0,147.350006,206.324432,462.5,100.849998,469.200012,12.98,320.600006
2019-04-16,20.110001,56.299999,416.799988,2556.0,52.259998,145.399994,41.849998,300.0,94.900002,80.860001,755.599976,73.639999,269.100006,151.399994,207.119141,468.600006,102.099998,470.0,13.105,325.0
2019-04-17,21.200001,57.849998,419.299988,2555.0,52.459999,144.949997,42.0,291.100006,95.089996,78.739998,756.799988,75.760002,266.299988,151.75,199.172119,471.899994,102.699997,468.5,13.36,326.700012
2019-04-18,21.16,55.91,421.299988,2565.0,53.139999,145.350006,42.099998,297.399994,95.849998,77.029999,762.0,76.040001,263.399994,151.649994,198.97345,475.399994,102.849998,471.200012,13.44,328.200012
2019-04-23,21.120001,56.18,424.200012,2616.0,53.02,145.899994,42.099998,310.5,97.190002,77.919998,770.799988,76.480003,268.0,153.449997,202.549606,477.399994,98.040001,475.399994,13.395,326.5
2019-04-24,21.110001,57.560001,425.899994,2604.0,52.560001,143.0,42.259998,307.0,97.160004,79.82,762.0,76.32,266.950012,152.5,201.655563,475.5,97.82,471.299988,13.39,323.600006
2019-04-25,20.969999,59.57,423.600006,2605.0,52.16,148.5,41.900002,308.600006,97.260002,81.980003,768.599976,75.0,264.5,151.850006,201.754898,477.200012,98.279999,472.5,13.555,325.299988
2019-04-26,20.950001,59.0,426.200012,2619.0,52.380001,148.399994,41.93,311.5,97.519997,82.599998,770.0,74.620003,266.350006,154.100006,204.337677,478.200012,98.139999,478.0,13.515,325.600006
2019-04-29,21.040001,58.75,425.799988,2616.0,52.5,148.449997,42.419998,313.100006,97.459999,82.599998,771.599976,74.519997,266.5,154.850006,203.741653,477.100006,98.239998,479.5,13.72,324.5
2019-04-30,20.969999,58.68,427.299988,2639.0,52.380001,148.050003,39.84,314.700012,98.050003,83.209999,767.599976,74.5,268.600006,156.0,204.139008,479.100006,98.059998,474.700012,13.665,324.899994
2019-05-02,20.780001,60.0,459.100006,2629.0,52.700001,147.5,40.900002,313.700012,97.339996,83.150002,773.599976,74.040001,267.700012,155.300003,201.05954,477.100006,97.540001,471.700012,13.625,322.799988
2019-05-03,20.709999,59.740002,461.600006,2628.0,52.740002,147.449997,41.209999,321.299988,97.190002,83.690002,769.599976,74.160004,269.299988,154.25,203.542984,464.0,94.559998,470.600006,13.565,324.200012
2019-05-06,19.940001,60.060001,462.399994,2634.0,51.66,143.600006,40.16,314.899994,97.800003,83.720001,763.0,73.279999,268.0,154.300003,201.953568,456.5,92.720001,469.299988,12.77,320.399994
2019-05-07,19.575001,59.790001,458.600006,2631.0,51.040001,143.199997,40.040001,312.299988,97.519997,82.949997,762.400024,72.040001,266.450012,154.300003,205.629074,454.399994,91.339996,473.600006,12.51,318.100006
2019-05-08,19.530001,60.509998,460.0,2631.0,51.34,142.5,40.290001,316.700012,98.400002,83.519997,764.799988,72.699997,266.399994,154.850006,206.920456,453.0,91.800003,474.799988,12.525,319.100006
2019-05-09,19.129999,60.98,451.0,2581.0,50.259998,135.199997,38.720001,308.5,96.93,81.690002,743.0,70.68,260.0,152.0,204.437012,449.100006,90.220001,470.399994,12.145,313.799988
2019-05-10,19.344999,62.860001,452.0,2560.0,51.66,135.899994,38.790001,311.899994,97.5,82.139999,743.0,71.18,258.049988,154.0,204.536362,451.700012,90.720001,470.5,12.14,316.5
