date,open,high,low,close,volume,currency
2018-09-10,0.0004374,0.0008854,0.0004427,0.0005692,49.05,Wrapped Bitcoin
2018-09-11,0.0005692,0.0008184,0.0005666,0.0006925,29.93,Wrapped Bitcoin
2018-09-12,0.0006925,0.0008238,0.0006971,0.0006971,9.411,Wrapped Bitcoin
2018-09-13,0.0006971,0.0009089,0.0006492,0.000779,20.56,Wrapped Bitcoin
2018-09-14,0.0007791,0.0009729,0.0006486,0.0006486,11.86,Wrapped Bitcoin
2018-09-15,0.0006485,0.0006522,0.0006522,0.0006522,2.609,Wrapped Bitcoin
2018-09-16,0.0006523,0.006372,0.0004552,0.002341,468.67,Wrapped Bitcoin
2018-09-17,0.002341,0.002755,0.001378,0.001378,25.5,Wrapped Bitcoin
2018-09-18,0.001377,0.001396,0.000952,0.000952,7.597,Wrapped Bitcoin
2018-09-19,0.000952,0.001088,0.0009598,0.0009598,22.82,Wrapped Bitcoin
2018-09-20,0.0009598,0.002732,0.0009759,0.002212,214.92,Wrapped Bitcoin
2018-09-21,0.002212,0.002299,0.001014,0.001217,181.69,Wrapped Bitcoin
2018-09-22,0.001217,0.001746,0.001075,0.001209,33.12,Wrapped Bitcoin
2018-09-23,0.001209,0.001475,0.001139,0.001139,11.97,Wrapped Bitcoin
2018-09-24,0.001139,0.001514,0.0006584,0.0009217,73.33,Wrapped Bitcoin
2018-09-25,0.0009217,0.0009657,0.0008369,0.0009657,11.2,Wrapped Bitcoin
2018-09-26,0.0009657,0.001163,0.0009048,0.0009048,11.81,Wrapped Bitcoin
2018-09-27,0.0009048,0.001204,0.0009361,0.001003,2.106,Wrapped Bitcoin
2018-09-28,0.001003,0.001128,0.000929,0.000929,6.131,Wrapped Bitcoin
2018-09-29,0.000929,0.001189,0.0009245,0.0009906,18.34,Wrapped Bitcoin
2018-09-30,0.0009906,0.0009936,0.0007286,0.0007286,64.12,Wrapped Bitcoin
2018-10-01,0.0007286,0.0007914,0.0006595,0.0007254,33.12,Wrapped Bitcoin
2018-10-02,0.0007254,0.0007831,0.0005873,0.0006525,24.77,Wrapped Bitcoin
2018-10-03,0.0006525,0.0007141,0.0006492,0.0007141,8.713,Wrapped Bitcoin
2018-10-04,0.0007142,0.0007238,0.0005922,0.000658,7.099,Wrapped Bitcoin
2018-10-05,0.000658,0.001393,0.0006633,0.001327,33.22,Wrapped Bitcoin
2018-10-06,0.001327,0.001845,0.0007249,0.001845,131.22,Wrapped Bitcoin
2018-10-07,0.001845,0.001848,0.0008581,0.0009242,40.9,Wrapped Bitcoin
2018-10-08,0.0009242,0.000931,0.0008645,0.000931,14.93,Wrapped Bitcoin
2018-10-09,0.000931,0.0009285,0.0007958,0.0008621,31.28,Wrapped Bitcoin
2018-10-10,0.0008621,0.001119,0.0007897,0.0009872,25.84,Wrapped Bitcoin
2018-10-11,0.0009872,0.0009935,0.0008072,0.0008693,8.861,Wrapped Bitcoin
2018-10-12,0.0008693,0.0008751,0.0006251,0.0006876,51.77,Wrapped Bitcoin
2018-10-13,0.0006877,0.001003,0.0006894,0.001003,5.727,Wrapped Bitcoin
2018-10-14,0.001003,0.001004,0.0008789,0.0008789,3.102,Wrapped Bitcoin
2018-10-15,0.0008789,0.001256,0.0009257,0.0009919,28.49,Wrapped Bitcoin
2018-10-16,0.0009919,0.0009875,0.0006583,0.0006583,47.01,Wrapped Bitcoin
2018-10-17,0.0006583,0.0009862,0.0006575,0.0006575,18.66,Wrapped Bitcoin
2018-10-18,0.0006576,0.001103,0.0006489,0.001103,32.02,Wrapped Bitcoin
2018-10-19,0.001103,0.0011,0.0006469,0.0006469,33.03,Wrapped Bitcoin
2018-10-20,0.0006469,0.0009087,0.0006491,0.0009087,9.129,Wrapped Bitcoin
2018-10-21,0.0009087,0.0009765,0.000651,0.0009114,114.2,Wrapped Bitcoin
2018-10-22,0.0009114,0.0009077,0.0007132,0.0008428,3.399,Wrapped Bitcoin
2018-10-23,0.000843,0.0008411,0.0007117,0.0007117,8.93,Wrapped Bitcoin
2018-10-24,0.0007118,0.0007124,0.0004533,0.0004533,70.26,Wrapped Bitcoin
2018-10-25,0.0004534,0.0007109,0.0004524,0.000517,3.637,Wrapped Bitcoin
2018-10-26,0.000517,0.0005811,0.0005166,0.0005811,7.086,Wrapped Bitcoin
2018-10-27,0.0005811,0.0008411,0.0005823,0.0008411,64.6,Wrapped Bitcoin
2018-10-28,0.0008411,0.001488,0.0008412,0.0009059,172.76,Wrapped Bitcoin
2018-10-29,0.0009059,0.002084,0.0008839,0.001957,341.3,Wrapped Bitcoin
2018-10-30,0.001957,0.001956,0.001009,0.001388,333.45,Wrapped Bitcoin
2018-10-31,0.001388,0.004123,0.001395,0.002093,704.59,Wrapped Bitcoin
2018-11-01,0.002537,0.002553,0.0007019,0.0007019,149.76,Wrapped Bitcoin
2018-11-02,0.001085,0.001215,0.0007674,0.001215,66.39,Wrapped Bitcoin
2018-11-03,0.001215,0.001339,0.0007014,0.0009564,184.77,Wrapped Bitcoin
2018-11-04,0.0009565,0.001099,0.0007114,0.001099,140.16,Wrapped Bitcoin
2018-11-05,0.001099,0.001094,0.000772,0.001094,168.69,Wrapped Bitcoin
2018-11-06,0.001094,0.001166,0.0008424,0.001102,151.25,Wrapped Bitcoin
2018-11-07,0.001037,0.001045,0.0009142,0.001045,13.48,Wrapped Bitcoin
2018-11-08,0.001045,0.001225,0.0009024,0.001225,116.58,Wrapped Bitcoin
2018-11-09,0.001225,0.001212,0.0008291,0.001084,129.57,Wrapped Bitcoin
2018-11-10,0.001084,0.001151,0.0007036,0.001151,164.82,Wrapped Bitcoin
2018-11-11,0.001151,0.001218,0.0007049,0.001025,183.8,Wrapped Bitcoin
2018-11-12,0.001025,0.001084,0.0007013,0.0008925,107.61,Wrapped Bitcoin
2018-11-13,0.0008925,0.0009509,0.0006339,0.0008875,73.92,Wrapped Bitcoin
2018-11-14,0.0008875,0.0009186,0.000689,0.000689,15.51,Wrapped Bitcoin
2018-11-15,0.0006889,0.0009601,0.0006777,0.0009601,70.09,Wrapped Bitcoin
2018-11-16,0.0009601,0.0009497,0.0005586,0.0009497,244.16,Wrapped Bitcoin
2018-11-17,0.0009498,0.0009467,0.0006126,0.0007797,151.77,Wrapped Bitcoin
2018-11-18,0.0007795,0.0008984,0.0006177,0.0008423,173.25,Wrapped Bitcoin
2018-11-19,0.0008423,0.0007214,0.0005291,0.0006253,51.99,Wrapped Bitcoin
2018-11-20,0.0006253,0.0005774,0.0004442,0.0004442,25.67,Wrapped Bitcoin
2018-11-21,0.0004442,0.0004593,0.0004593,0.0004593,3.801,Wrapped Bitcoin
2018-11-22,0.0004593,0.0006049,0.0004321,0.0005185,3.715,Wrapped Bitcoin
2018-11-23,0.0005185,0.0006081,0.0005212,0.0006081,1.41,Wrapped Bitcoin
2018-11-24,0.0006081,0.0005396,0.0004625,0.0004625,1.887,Wrapped Bitcoin
2018-11-25,0.000501,0.0005606,0.0004405,0.0005205,3.723,Wrapped Bitcoin
2018-11-26,0.0005206,0.000492,0.0004163,0.0004542,2.387,Wrapped Bitcoin
2018-11-27,0.0004542,0.000497,0.0004205,0.0004205,1.475,Wrapped Bitcoin
2018-11-28,0.0004205,0.0005969,0.000469,0.0005543,54.01,Wrapped Bitcoin
2018-11-29,0.0005543,0.0005573,0.0004715,0.0005144,7.535,Wrapped Bitcoin
2018-11-30,0.0005144,0.0005213,0.000401,0.0005213,7.847,Wrapped Bitcoin
2018-12-01,0.0005213,0.0005457,0.0004617,0.0005037,5.911,Wrapped Bitcoin
2018-12-02,0.0005037,0.0005387,0.0004144,0.0004973,61.69,Wrapped Bitcoin
2018-12-03,0.0004973,0.0004646,0.0003871,0.0004646,1.589,Wrapped Bitcoin
2018-12-04,0.0,0.0,0.0,0.0,0.0,Wrapped Bitcoin
2018-12-05,0.0004738,0.0004485,0.0003738,0.0004485,2.271,Wrapped Bitcoin
2018-12-06,0.0004485,0.0004182,0.0004182,0.0004182,1.232,Wrapped Bitcoin
2018-12-07,0.0004182,0.0004447,0.0003421,0.0003421,3.204,Wrapped Bitcoin
2018-12-08,0.0004447,0.0004499,0.0004153,0.0004153,0.0872,Wrapped Bitcoin
2018-12-09,0.0004153,0.0004671,0.0004311,0.0004671,6.19,Wrapped Bitcoin
2018-12-10,0.0004671,0.0004507,0.0004161,0.0004507,0.6033,Wrapped Bitcoin
2018-12-11,0.0004507,0.0004421,0.0003741,0.0004421,1.475,Wrapped Bitcoin
2018-12-12,0.0004421,0.0004531,0.0003834,0.0004531,2.508,Wrapped Bitcoin
2018-12-13,0.0004531,0.0004297,0.0003305,0.0003636,0.2972,Wrapped Bitcoin
2018-12-14,0.0003636,0.0003883,0.0003235,0.0003559,0.6416,Wrapped Bitcoin
2018-12-15,0.0003559,0.0004202,0.0003233,0.0003879,0.3794,Wrapped Bitcoin
2018-12-16,0.0003879,0.0003906,0.0003906,0.0003906,0.4785,Wrapped Bitcoin
2018-12-17,0.0003906,0.0004258,0.0003548,0.0004258,0.9089,Wrapped Bitcoin
2018-12-18,0.0004258,0.0004459,0.0004459,0.0004459,0.04821,Wrapped Bitcoin
2018-12-19,0.0004459,0.0004484,0.0003737,0.0004484,0.2916,Wrapped Bitcoin
